text;label
 binus! biasa uts essay ato pilgan?;1
 Binus! Kalian di lkc ngapain?;1
 binus! makann;2
 binus! Eh anak kijang gw denger2 dari kating kalau kalian confess depan the heart lamp di binus kijang, kemungkinan diterima makin naik  Beberapa kating gw bilang sih 9/10 nice result. Temen gw nyoba and it ends well! Jujur gtw ini krn sugesti atau apa, there is nothing wrong in trying AKWKWK. Mumpung legenda ucul begini;2
 Km kyk squidwart, tpi ak suka ^^ RRAAAWWWWRRGGGGHH~~ binus! ;2
 binus! aku b27, and is it normal kalo so far msh banyak materi yg belom terlalu aku ngertiin;0
 binus! ini autodebitnya harus daftar autodebit atau sdh di set?;1
 dear A from binus! I really do have feelings for you. However since you are really one if my dearest friend, I don't know how to show it since I'm afraid it will mess up the friend circle we have built together. But deep down I really want you to know the sounds of my heart. ;2
 binus! b23 ada yudisium ga ya? atau cuma ada wisuda?;1
 binus! b27 kalo mau daftar aslab gimana caranya? boleh bagi link pendaftarannya ga;1
 binus! lapor lsc bs lewat email ga? klo bs mau contactnya dong :(;0
 binus! Tugas anak interior 6 biji dalam seminggu, hampir tiap matkul ada tugas itu wajar ga sih? Atau terlalu membebani?;0
 binus! etis gak klo deket sama mantan sahabatku?;1
 binus! aku dri ibm bisa pindah ke foodtech ga?;1
 binus! gue jahat gak sih? gue kaga nyaman sm temen sekarang, bukan karena gue ga suka tapi emang ga cocok aja sifat gue sm dia;0
 binus! zoom ssc bisa buat nanya beelingua ga yaa? atau ada yg tau ga zoom beelingua dmn?;1
 binus! knp crush gue beda agama smua;0
 binus! mau nanya dong ak sempet dispen trs temen yang masuk juga uda ak minta tolongin buat bilangin ke dosen ak dispen tapi di sesi 1, dosen tu keburu pencet submit jadi ak dianggep alpha, kalau kyk gini lapor kemana ya?;0
 dear binus! please see what is wrong with your wifi???? gabisa attendance terus ;0
 Binus! Desire, i want to turn into you;2
 Binus! Udah anak CS + namanya Abygael, damagenya ka;2
 binus! HALO disini ada yang domisili JAWA TIMUR gak ya? boleh bantu isi kuesioner skripsi ku biar cepat lulus? rep aja nanti sender rep/dm link nya.;1
 Binus! Ges ad saran ga gue mau download game genshin di laptop tpi wifi gue ga kuat, gue harus kmn kalo mau download kenceng? Ke tmpt org jualan laptop kah numpang gtu? ;1
 binus! ian alsut ada yang mau bayarin relx gue ga?? gocap aja, rep for more info;1
 binus! pak dosen salah kelas pak ini bukan chemistry.. ;0
 binus! reyhans anjeng gua demen sama lo anjeng notis gua anjeng kalo engga dinotis gua bakal tantrum naik meja di kantin binus terus gua tereak2 dan gua obrak abrik perabotan serta kursi meja disana;2
 binus! sender lagi nyari nih gym partner buat nge gym bareng di golds gym ciputra yg jakarta barat itu, bosen sendirian trs hehehe, cowo cewe gapapa kok!;2
" binus! looking for mutual who listen to deftones, duster, mbv, slowdive, whirr, title fight, fleshwater, julie, panchiko, loathe, have a nice life, cocteau twins, my dead girlfriend, mass or fermenting dregs, uchu nekoko, isaur, quannic, DIIV (yes, this is ""cherrywaves"" pls dont tag me)";1
 binus! kalo ada temen cewe kalian yang tiba2 minta ig tuh aneh ga sih? kondisinya sender udah sekelas sebelumnya tapi ga pernah ngobrol ;1
 binus! guys di enrichment apps portofolio kalau anak accounting isi apa yaaa;1
 binus! jd ni org maunya apasih? kdg perhatian kdg cuek.;0
 binus!an ada yg nonton tur LHAB nya hindia gaaa tanggal 30 sept nanti? terutama yg mau otw bareng dari alsut/sekitarnya ayo info aku sedang mencari teman;2
 ada ga sih yg mulai lelah pp tiap hari ke binus! :(;0
 Binus! Guys lanyard binus tuh dijual buat umum ga sih... gue pengen bgt punya soalnya gagal masuk binus ;0
 binus! b27 ada yg pindah jurusan gaa?;1
 Binus! Yang butuh SAT bisa reply di sini yaa , nanti gue chat. Khususnya kemanggisan yaa;2
 binus! -ian 27, mutualan yuu;2
 binus! no alarm and no surprises please;1
 Binus! Rekomendasi tempat print yg bagus sekitar syahdan dong gais;1
 binus! buset daaah org keluar bagimane bg yh ;0
 binus! siapa binusian yg ikut niki sm twice !! cung!;2
 Binus! Sapa aja nih yg td donor darah di alsut;1
  binus!  menurut kalian 32k segini sadfood ga? aslinya lebih kecil dr difoto barusan beli di bazzar anggrek ada nyesek nya karna gw anak kost ;1
 binus! ada yg tau cara dptin beasiswa mentor gaa? TIA;1
 binus! Ada yg punya CM Jepang A1.1?;1
  binus! Yang ikut mentor buat semester ini udah dapet mentee belum yaa? Ada info kah? Sender soalnya belum dapet info mengenai mentee soalnya;1
 Binus! ada yang Nonton Hindia ga di tanggal 30 ???;1
 binus! Lain kali kalo lg ngomongin orang jgn kenceng2 ya bro, orangnya denger loh :);0
 inpo makanan yg enakk bs pesen online di sekitar binus! alsut dong;1
 binus! disini ada yg fans spiritbox, bmth, lorna shore, polaris, a7x dll  gaa, mutual kuy;2
 binus! penasaran di binus bisa mandi ga wkwk;1
" binus! Gengs mungkin niat sendernya baik tapi penyampaiannya agak kurang. Apa yang dia bilang intinya biar orang tuh tau menempatkan diri dan bagaimana cara berpenampilan yang seharusnya jika ke kampus. Ya mungkin sih orang lain liat nya bukan karena ""wah cantik"" lebih ke ""wah kok nggak tau aturan ya"".  Balik lagi sebagus apapun kampusnya kalo tidak beretika dan nggak tau bagaimana menempatkan dirinya sama saja 0. Dan kalimat ""kalo salah juga udah ditegur sama satpamnya"" kan nggak mesti tunggu di tegur dulu donk baru sadar :). Mungkin bisa pake daleman lagi atau outer ya teman-teman semua.";2
 binus! aku b27 presentasi cb pertama dapey nilai b masih bisa cumlaude ga ya :(;0
 satpam binus! tuh 24 jam gaksih?;1
 binus! i really need hugs... udah peluk bonekaku masih resah banget;0
 binus! b25, kalian sampe skrng masih gini gak? ;1
" binus! semoga cepet ketemu yaa sama yg punya btw aku salfok sama kakak""nya cakepp bangett jdi pen kenalan hehe";2
 binus! ada yg dgrin metallica, guns and roses, dewa 19 temenan yuk wkkww sender b27!!;2
 binus! bagi yg computer science,computational physics matkul apasi . clueless bgt gue. matkul yg lain pada menarik dan seru tapi ini apa anjay . keliatannya kek boring bgt;0
 binus! Siapa yang gara gara magang jadi dapet pacar???? SAYAAAA!!!!!! sama sama anak sunib tapi beda region wkwk.;2
 binus! Cara lihat upcoming tuition fee yang harus dibayar tuh dimana ya ?;1
 binus! ini emang tfi lagi gak bisa dibuka atau cuma punyaku aja?;1
 binus! Dari temen jadi kayak pacaran tapi gk pacaran, itu gimana ya ceritanya;0
 binus! p tutor tidak nt;1
 binus! mau nanya dong, apakah ada b24 yang kemarin ambil fast track mmsi? kalau ada apakah sender boleh dm? thank you ^^;1
 binus! mau tanya printer di anggrek yg deket eskalator berapaan ya? bisa bolak balik ga?;1
 binus! up hari ini terakhir pendaftaran ;1
 binus! mau nangis  aku naksir temen sekelas yg beda agama... tolong doain aku biar cpt move on pls ;0
 binus! p ingfo cowo kristen cakep;1
 Binus! Yang merasa airpods nya hilank ketinggalan di kantin payung ada di lost and found depan lkc ya makasii ;2
 kalau hari jumat/weekdays gitu binus! (esp parkirannya) buka sampe jam berapa ya guys? 9 kah?;1
 buat warga binus! bekasi jgn sampe ngebakar kampus ya, tadi pas evakuasi di titik kumpul panas bet dah gilak buseeeeet. ini mah yg kebakaran bukan indoor tapi outdoornya;0
 semangat binus! 27 belajar linear aljabarnya wkwkwk;2
 Binus! Yang merasa ketinggalan ini di binus kijang B202, isinya setrikaan  udah dititipin sama security di dalem yaa. Makasihh ;2
 binus! bete banget nih lagi pelajaran ADA :(;0
 binus! kalo dibuatin ukm menyetir, apakah bisa menjadi solusi untuk orang orang congok yang parkirnya nguawur?;0
 binus! info beasiswa dong yg misalny perlu minimal IPK dll gituu;1
 binus! yg merasa kehilangan kunci kost bisa diambil di lost n found anggrek ya ;1
 binus! kerkom dipilih dosen emang kayak judi y  wish me luck ngurusin grup kerja yg pada diem semua;0
 Binus! Adakah disini yg fetish ketek? ;1
 binus! shopee down gasihh??;1
 ada anak binus! kmg yang mau pulang ke bogor skrg gaa naik kereta? bareng plz :c;2
 binus! aku tadi ngomong sama crush aku dan AKU YANG INISIATIF AHSHSUAJ dia perhatian banget waktu kita ngomong sambil senyum2 gt AKU GA TAHAN PLS;2
 anak binus! yg udah dipaketin jadwalnya: ;1
 binus! mau dongg kenalan sm chindo islam di alsut ada gak sih???;2
 Fyi! Web tfi/ tfi apps binus! Udah bisa diakses lagi guys skrg.;2
 binus! egois bgt, kijang punya nenek moyangnya kah?  ;0
 binus! buat cewe yg di binus alsut, td di lkc ambil jedai@yang gua pegang, LU LUCU;2
 binus! buat cewe yang di binus alsut, tadi di lkc ambil jedai yang gua pegang lu lucu!;2
" ""binus!"" lagi cari pacar cewe only, yang single yukk mutualan";2
 binus! lg di mcd nih ada yg mo nitip? ;2
 kalo di binus! kmg mah aman asal ga ketemu satpam lt.4 aja;1
" misiii binus!an ada yang bisa aku tanya"" ttg autodebet gaa thankuu";2
 binus! temen2 yg kalo ke wc suka bawa minum, jangan lupa dibawa lagi yaa sampah bekas minumnyaa;2
 Binus! Manusia itu.... Apa..... Saya siapa..... Ikan... Ikan.... Kenapa nyata..... Apa... Apa itu apa..... ada itu... Ada banyak.... Ada keberadaan... Ada mengada.... Ou.... Ou itu ada....;2
 Binus! cape banget mau turu aja ;0
 binus! cewe bule di kantin anggrek namanya siapaa?;1
 binus! aku ovt bgt nilai IP rendah semester 1 kaka accounting ada tips nya gaa? atau ada yg punya catatan buat jurusan accounting?? thankyouu;2
 binus! bagi kalian yang mau jam conserv boleh reply tweet ini yaa nanti aku chat personal!  yukk biar cepet full jam conservnya huhu;2
" ""binus! "" Mutualan yukkk buat cewe-cewe  b24, b25, b26, dan b27";2
  binus! bekasi abis simulasi nie ;1
 Binus! tips biar boker lancar dong. badmood banget udah 2 hari kaga boker.;0
 bg no salty tp tolong infokan tmpt yg aman buat ngudud dong di sekitaran binus! alsut ;2
 binus! kalo misal mau mengundurkan diri langsung out aja dri kampus bisa ga si;0
 binus! info cowo cumi dong di binus alsut;1
 binus! gw mau bertanya agar tdk sesat di jalan, dont be salty. Kalau ada tugas kelompok lu pada ngurutin nama kelompok dari abjad atau dari besar keterlibatan dalam kerja kelompok? ;1
 eh kejadian di binus! bekasi;1
Binus! Cewe baju Orange sambil makan permen mau kenalan dong lu keren bangettttt!;2
binus! koko diharvest kmaren manis bangett yang pake kacamata;2
 binus! ngampus tapi ga ketemu crush tuh hampa banget ya ;0
 binus! kalo telat dateng kelas tuh bakal ada limitnya ga ya?;1
 binus! kuliah yang bener dek pacar mulu noh ortu lu nangis darah bayar ukt..;0
 binus! Pantes NT wkwkwk ;2
 binus! mau juga dong;2
 Binus! siapapun tolong rebut mic sama spidol Mas Aad di kelas 529 di kampus Anggrek, dah gak kuat rasanya liat dia;0
 guys kalo aku mau curhat tentang target akademis ku, aku harus kemana ya guys di binus! kmg;0
 binus! Hloo, aku otw b28 terus kemaren malem liat mnfs tentang crop top, aku blom sempet liat lg mnfs lainnya yg bahas ini, tp aku penasaran, emg boleh pake itu ya ke kampus?? Soalnya rasanya dulu aku pernah liat peraturan harus pake baju sopan kayak kemeja gt ke kampus, apa udh enggak ya?? Karna aku liat sendernya di kata2in terus sama binusian lainnya, aku jd bingung  Makasi pencerahannya!;2
 Binus! mas Aad kamu baik, tapi ada baiknya mas Aad istirahat ke Beehub. soalnya saya udah gak tau lagi dengan pertanyaan Manusia itu apa, Manusia dari mana, siapa Manusia. saya juga gak tau mas, saya aja lahir dari kinderjoy, nanyan lagi saya kecup nih kening mas;2
 Take all of my money binus! ;0
 Binus! Mencari mutuals yang suka Taylor Swift, Lana Del Rey, Sabrina Carpenter, Ariana Grande, Olivia Rodrigo, SZA, Lorde, Beyonce, Billie Eilish dkk :( B27 here :D;2
 binus! anak bekasi jurusan BIT yang baju merah, kacamataan tadi keren bangettt minta ignya dong yang punya;2
 Binus! Cewe baju orange pake r15 lu keren banget anjay!!;2
 Binus! 6 minggu lagi uts gaisss, SEMANGATT ;2
 Binus! Sama cewe2 kemaren yg mau masuk lift tolong budayakan tunggu yg mau keluar keluar dulu semua, kasian tasku ampe nyangkut dan tmnku kedorong2. Sayang loh tampilannya cantik tp kelakuan kyk banteng;0
 Binus! Knp ya setiap algopro tuh selalu deg2an sampe keringet dingin;0
 binus! pls setiap biliknya adain tisu anjirt gua cape bgt hrs tarik tarik, itupun klo tisunya kaga abis;0
 binus! pengen punya temen yang bisa belajar/ngajarin tentang percoding an , b27 btw yaa;1
 yang lewat binus! syahdan, hari ini shihlin buka ga yaaa? ;2
" binus! ini gw di sbucks mw ngambis tp jdnya nonton documentary 
awalnya cmn kepo tp ternyata seru ";2
 binus! lost and founds di binus kijang ada gaa? kalau ada dimana?;1
 binus! haloo mau nanya, di binus ada penitipan helm gitu gasi?;1
 binus! yg minggu pertama marah marah karena 'cuma dengerin presentasi temen' how are youuu? dosennya nambahin materi ga selama presentasi?;0
 Liat kakak adek jln brg mkn brg di binus! kmg imut bgt gilaaa. Like, kokonya caring bgt nyamperin adeknya trus beliin mkn dkk;2
 Binus! Cowo-cowo yg tadi barusan turun lift dari lt 19, jangan lompat-lompat di lift cokkk  baru pertama kali naik lift kah? Juga, tolong lain kali kalo keluar rumah pake deodoran ya;0
 binus! Bsq shuttle dr bsq 10 minutes early only to be stuck in Syahdan for 10 minutes. Sangat uwu;0
 binus! buat B25 itu kalo daftar enrichment harus pake portofolio ga ya? apa CV aja udh cukup?;1
 Binus! Mencari mutuals yang suka Maliq, Hivi, RAN, Sal Priadi dkk :( belum pernah nemu hehe siapa tau bisa ngegigs bareng. B27 here :D;2
 struggle! binus alsut gaminat gedein parkiran motor apa;0
 binus! secape itu ya ga punya temen;0
 yang di binus! alsut, tolong mpuss nya jangan di sakitin yaaa, dia suka tidur di do ;2
 binus! im just saying my opinion so don't be harsh on me. there are so many weird and perverted people who can fantasize or even take a pictures of you wearing slightly revealing outfits. i have actually seen a guy taking a picture from behind when there was a girl wearing leggings and a crop top sitting in front of him.;0
 binus! nderr wajib ga si kita ngalungin id card di kampus?;1
 Binus! Cape bgt kmrn turun tangga dr lt 19;0
 Binus! Nguantooook;0
 binus! binusian sudah siap dengan gebrakan youtube terbaru?! A day in my life with Mahasiswa Binus Kemanggisan B25 Marcomm. Link Youtube: ;2
 Binus! Drop you creative class photo;1
 binus! selamat siang fans emyu masih semangat gak nih kuliahnyaa?;2
 Binus! Yg calon b28 atau yg bersangkutan dg binus, ada Line gak yaa? Biar saling connect gitu… Just drop the link or id pleasee… Ty^^;2
 gua ada rencana ikut yang day2 nihh tapi masih nyari tiket, btw gua binus! region kmg sih;2
 binus! yg lebih lucu tuh krn mereka rame jd di setiap lantai lift kebuka mereka kaya menyambut tamu yg masuk ke dalam lift LUCU BGT ASLI trs kaya mereka keluar biar yg mau masuk bisa masuk tanpa kehalang mereka;2
 binus! kemaren di anggrek ada kakak kakak mungkin b25 rame rame sm temen nya 2 cewe 4 cowo trs kayanya mereka mau turun tp karena bercanda canda sambil masuk lift trs pas lift jalan gaada yg sadar klo mereka salah naik lift malah naik dr lantai 3 ke lantai 8 tmn nya sadar nyeletuk tau ga ada yg lebih lucu, kita salah naik lift ini naik dan mereka ngakak rame rame. SUMPAH LUCU BGT KAK AKU NAHAN KETAWA PDHL ITU LUCU BGT MAU IKUTAN KETAWA TP GAENAK;2
 binus! need a smoking buddy rn, if you in alsut rn hmu in the replies;2
 Struggle! Sender dsuruh isi pendataan kelompok entre prototyping lewat bec apps tapi ko malah unauthorised ya? Apa memang belum dibuka?;0
 binus! sender lagi nyari gym partner nihh, cewe cowo bebas deh, gw bosen ke fithub sendiri mulu. Comment aja ntar gw dm;2
 binus! kalo ada anak desain interior yang butuh referensi portofolio/ masih bingung dan pingin tanya2 cara bikin porto bisa rep aja ya, nanti sender dm..  n.b : sender juga ada referensi tempat magang (tp lokasi nya di mlg yaa);1
 binus! guys portfolio tuh isinya apa ya? aku gak pernah bikin project apa apa soalnya :(;0
 sudah berpakaian rapi dan tidak jelek eh malah kebelet eek eeeggggg binus!;2
 Binus! COMPUTER SCIENCE KNP BNYK YG CAKEP SI?!;2
 binus! haloo ada yg bisa bantu jawab?;1
 Binus! Kalian bikin portfolio dimana?;1
 binus! sbux anggrek buka jam brp gais;1
 Binus! Adakah yang mau connect linkedin?;1
 binus! guyss pls banget hati hati ya buat kalian yg di alsut & jkt, khususnya yg ke kampus naik motor/jalan kaki. Usahain selalu pake masker!! Bahkan klo bisa double masker sekaliansender dah dari minggu lalu hidung & tenggorokan bermasalah karena polusi, tp di minggu kedua ini makin parah dan trnyata kena infeksi emg salah sender sih tiap hari pp kampus pake gojek dan ga slalu pake masker krn ga betah, padahal asep dimana2 I learned my lesson the hard way, jgn smpe kalian jg yaa, gaenak bgt soalnya sakit gini huhu;0
 binus! ada yg beelingua dapet  journey A ga sih? katanya malah ribet yg A dibanding yg B, apa bener?;0
 binus! info info cowo beda agama,dicariin temen saya;1
 Binus! Biasanya kalian masuk kelas brp menit sblm kelas dimulai?;1
 binus! sorry klo oot, tp kalian yg non hijab ada tips ga sih supaya rambut ga cepet lepek? sender rambutnya cpt bgt lepek dan jd nya ga pede gt mana sender sering naik goj3k ya jd sering keringetan + lepek   sender belakangan jd sering keramas tp jd boros waktu bgt  (btw sender klo keramas malem, paginya ttp agak lepek rambutnya);0
 binus! HELP W NAKSIR TEMEN KELAS!!!;2
 binus! ayam dangdut di bazaar kmg enak gasih?;1
 binus!ian malang daerah unvil ato mhos ada yang jual kucing gak ya? kucingku abis ilang :] thank you;0
 Binus! Emg boleh se dadakan itu ngasih tagihan text book ;0
 halo, jam 2an ada yang mau ke binus! kijang ga? boleh barengan gaa karena sender baru pertama mau kesana. naik motor/jalan kaki gapapa jangan naik ojol/taksol krn sender lagi gada uang banget makasi;2
 Binus! Help! Ada yang tau deadline terakhir daftar enrichment kapan? ;1
 binus! HEPI BIRTHDAY KAK RIGENN;2
 binus! halooo kalo mau cuti ituu nanti matkul nya bisa SP gasih?;2
 Binus! Bagi grup bc 27 dong;1
 binus! kantin binus alsut buka jamber yaa;1
 Minimal ipk buat ambil full sks di binus! Berapa yaa?;1
 Binus! Kalau g punya circle, susah ga dapat comserv nya?;0
 binus! It was a cold morning when I was doing my assignments in the library, then a girl sat beside me while carrying a novel and started reading while she was a meter away. As time passes, I didn't realize that she was getting closer and closer until our arms met. It was a small gesture but it made my heartbeat faster by how her sweater brushed my arms, the warmth of her body enclosing to me, her sharp eyes reading the novel, it felt like time has stopped and there's only the two of us in this room, but then the bell rings as she stood up and gave me a smile while walking away. I wish I had asked for her name, as I really want to know her better. (ga deng ini halu doang);2
 Binus! Kalian beli kartu jaklingkonya dimana?;1
 Gmn cara akses ke wifi binus! Yaa kalau mau ke web binus access aja kayak gini  ;0
 Binus! Gila bener, padahal sendernya bener kok. Tapi malah dirujak sama binusian. Sama seperti kasus menfess menyontek saat quiz lab kmrn.  STOP NORMALIZING THE WRONG THING!!!;0
 info beasiswa buat binus!ian 27 dongg, thank youu;2
 Binus! Minta rekomendasi headphone dong gaiss;2
 binus! nanya dong geees, utk data enrichment dimintanya porto atau cv yahhh? Soalnya malah banyak yg nanya portofolio buat apa;0
 binus! ada ga dari kalian yang punya cowo low effort sampe akhirnya kalian yang cape sendiri?;0
 binus! kagura bachi is saving goatjo dw;1
 binus! saranin custom desain lanyard dong ;1
 binus! i just wanna confesss aku liat kamuu kemaren darii lawsonn cakep bgttt jujur tapi aku gtau approach kamu gimanaa soalnyaa kemaren pas kamu live di tiktok kamu bilang takut kalo di sampering terus di pegangg butt i just wanna let u knowww i likee uuu jekiss plis notice meee;2
 struggle! gais aku B25, dan sekarang posisi nya aku lagi sibuk sama usaha dan ngerawat mamah ku, kayaknya aku mau ambil cuti kuliah dulu, nanti matkul semester ini masuk nya SP di tahun depan atau bagaimana ya?;1
" guys mau tanya ada yang tau gk cewe yang pake rok kotak"" outer item ada pita dua kanan kiri pake kacamata juga di kantin binus! alsut. sumpah lucu banggeeettt cokkk";2
 binus! ada komunitas pemuja new jeans ga ya disini? hehehe;2
 binus! di sini ada yg punya kenalan org hukum ga ya? tolong bgt ceweku skrg dipenjara waktu di kejaksaan aku bingung bgt gmn cara bebasin dia, tolong bantuin cewe aku pls namanya chaewon;0
 Binus! Sumpeh bsk kekampus bareng mantan ;0
 binus! ada yang bisa bantu install java extension di vscode?;1
 binus! guyss ada yang punya kunci jawaban beelingua yg eng A gakk? :(;1
 binus! gila ya dr semester 2 sampe skrng semester 6 sayang gue ke lo ga ada habisnya heran bgt, pdhl udh di sakitin berkali-kali sampe ngeganggu fokus  kuliah sampe bnyk yg ngulang, sampe hari ini maaf gue masih luas bngt buat lo yg udh selingkuh. gws deh buat gue;0
 Ga guna, gw ngelaporin prestasi tingkat nasional beberapa kali juga ngga dianggap sama Binus! ;0
 Binus! Siapa main PUBG ayo mabar;2
 binus! sepuh2 CS apakah ada yang punya file2 solution ICPC tahun2 lalu? ingin belajar dri situ huhu;2
 binus! guys ada yg baru mau daftar bncc ga? aku lagi nyari 2 org buat bareng nihh biar dpt potongan, yg udah fix mau boleh reply yaa ntar aku izin dm makasyii;2
 binus! Valo yuk sampe pagi, ayo drop id kalian ;2
 binus! aslab kapan buka pendaftaran ya? anak accounting bisa daftar ga?;1
 binus! bsk kelas pagi tp nonton windah no 1 adik adik;2
 binus! bagi kunci jawaban beelingua yg eng C1.1 dong;1
 Binus! Kalo jamkos gitu nganggur terus masuk ke kelas lain boleh gak sih  buat dengerin doang;1
 Binus! Sama nder, dosen gw kek taik semua, pen gw tampolin satu2 sambil gw ajarin cara ngajar yang bener;0
 hi kalo pembayaran binus! blu by bca sudah masukin uang tp tulisannya unpaid krn blm ditarik itu gmn ya??;1
 binus! binus ada komunitas motoran gk sih;1
 Binus! Ini berati buat Enrichment gausah upload cv yaa? Tp uploadnya Portofolio? Bedanya gimana ya sender bingung nih ;1
 Binus! Coba sharing dong pengalaman sama aslabb;1
 binus! alsut tolong bgt di toilet dikasi tisu;0
 binus! jujur pendapat kalian dengan cwe merokok apa, kl liat tmn sekelas kalian ngeroko bakal kalian julidin ga;0
 binus! cara jadi aslab gmana ges?;1
 binus! ingat kalau kuliah bukan ajang tempat cari pacar, jadilah dirimu sendiri regardless of people's judgement. As long as you do what you think is right, ga ada salahnya untuk menjadi dirimu sendiri. ingat juga kalau ga semua orang harus sesuai dengan ekspektasi kita, jadi have more empathy aja. one day jg bakalan ada seseorang who will gladly accept you as who you are, just focus on your self.;2
 binus! mau punya cowo;1
 p mencari cw yang ska cw di binus!;1
 struggle! pengen loncat indah dari binus alsut;0
 emang di binus! banyak gay?;0
 Binus! gatau ini binusian atau ngga, klo iya and baca ini tolong dong lagu blackpinknya jgn diputerin keras2 weelagi mumet nii plss btw ini di apart inisial SH;0
 kok ada ya dosen binus! ngetawain anak spesial yang jawab pertanyaan dia, mulut dan sikapnya juga bikin sakit hati ke mahasiswa kira kira kalo bikin sakit hati manusia bisa kena azab gak ya;0
 binus! LU PADA HARUS NYOBAIN LIANG TEH KOFFIELOGIK GAPAKE GULA ;2
 binus! guys, ini beelingua knp ya aku ngerjain ulang checkpoint yg salah &amp. udah kucoba semua jawaban tp tetep salahhh;0
 Binus! Sebenernya mau aslab kek, itdiv kek, yang jadi masalah bukan ga ada basic coding sama sekali, tapi kamu seberapa niat belajar? Seberapa cepet bisa pahamin materi baru? Seberapa rajin untuk belajar hal baru terus-menerus? Seberapa siap punya tanggung jawab kerja? Semangat ya kaliannn, dicoba aja dulu. Kalau kebanyakan takutnya, kapan majunya? ;2
 binus! anak basket cwee kalo kata gw si lo asik dan baek parahh, makasii banyak yaa...anw gw pengen temenan tpi gw masi takut2 hehe;2
 binus! hai, ada b24/23 atau berapapun yg bisa ditanya mengenai enrichment khususnya intern ga yaa ? thanks anw;1
 binus! tell me your horror stories disekitaran binus alsut;1
 Binus! Kalau mau daftar aslab paling bener semester 1 aja si, supaya dari awal juga udah tau trainingnya bakal kayak apa, sekalian kespill dikit di semester selanjutnya bakal kayak gimana matkulnya. Toh udah ada kesempatannya dari sekarang, kalau ternyata ga cocok pun udah tau dari awal, nunggu next semester mah kelamaan, bisa dipake buat nyoba hal lain;2
 ihacoy kak b anak stam binus!;1
 binus! bales forum buat keitung absen tuh cuma untuk gslc doang atau kalo onsite juga harus bales forum setiap kali dosen kasih materi?;1
 binus! Ingin eek- ;0
" binus! boleh nangis gk sender dh sering bgt diomongin di kelas gegara punya mental illness yg cukup parah awalnya dh bodo amat tp makin ngelunjak bahas ""scar"" pdhl juga sender gapernah nunjukin, tiap hari dh pura2 ga denger tapi makin lama gakuat juga rasanya pengen isekai tapi belom lulus";0
 binus! mau curhat, semenjak sender coolyeah pacar sender jadi suka tiba tiba hilang waktu ngobrol, biasanya itu gejala apa ya sender kadang kepikiran ;0
 binus! web enrichment kenapa cuma seminggu ya? kan mahasiswanya banyak mana kadang server out atau maintenance;1
 struggle! INFO UNTUK NGILANGIN BEKAS JERAWAT YANG ITEM TRUS GEDE GEDE DONGG;0
 binus! aku gatau kamu siapa tapi aku suka liat kamu suka pake baju pink-hitam dolly di binus anggrek GEMAS BANGET MAAF YAA KALO KAMU MERASA AKU LIATIN HUHUHUUU;2
 Binus! Kelas tambahan harus ikut terus atau boleh izin gamasuk ya? Soalnya mau ikut smuanya tapi kdg waktunya pasti dipake buat kerkol ;1
 coba deskripsiin lebih detail nder, siapa tau kakak kakak hi di sini bisa bantu :)  binus!;1
 binus! beelingua course masteryny sekarang masih ada aturan kek bulan bulan tertentu aja kah? kalau iya msh ada bulan apa ya? mau refund langsung gas ngerjain nih ;1
 Dpet dri story org binus! ;1
 binus! untuk yang pake crop top ke kampus, dari sekian banyaknya pakaian yang lu bisa pakai, lu milih yang bikin udel lu keliatan. jangan sinis kalau elu di liatin banyak orang, be consequent. jangan berlindung di balik kata kebebasan. ini Public space, kalau lu bebas berpakaian, orang jga bebas untuk ngeliatin elu.  yang lu bisa kontrol itu bukan aksi orang lain tapi pilihan lu sendiri. temen-temen gw udah banyak yang curhat ke gw kalau mereka diliatin, ya of course lu pada diliatin. tampil cantik itu okay, ga masalah, gw jga pengennya tampil cantik, tapi yang pasti dengan gw tampil cantik, ga menutup kemungkinan orang bakal liatin gw.;0
 binus! kenal aja enggak SEDIH;0
 punya crush sm salah satu anak HI binus! b26 mau first move but im so insecure, karna gabisa bahasa inggris ka ;0
 binus! ini di enrichment apps. salah bagian mana yaa skills-nya? ;0
 binus! EESE itu ngaruhnya ke apa? bkn IPK kan?;1
 Binus! serius brtnya, ukm BIC itu kegiatan intinya apa ya? hmzz ak mnunggu dr kmrn2 cuma ada info kelas ama seminar webinar ajh, tia;1
 binus! Gak jelas deh nyuruh kelarin sebelum deadline tapi apk sering error ;0
 ada rekomendasi toko kue yang bisa by request di sekitar Binus! Bandung ga??;1
 Binus! Td sorean ada cewe wolfcut dikuncir dikit di kmg lt 7. Just wanna say you look really nice;2
 binus! bagi tips parafrase biar ga bertele-tele dong, thanks in advance ya;1
 binus! INISIAL A KATA GW JANGAN LUCU GITUDAH JADI ORANG !!?!?!?!?? ACT OF SERVICEMU MEMBAHAYAKAN BAGI HATI KECILKU ANJ;2
 binus! buat bikin bullet points di bagian experiencenya linkedin caranya gimana ya ;1
 Binus! Webnya bluejack lagi down ya?;1
 Binus! guys kalo buat matkul entre itu kita boleh gk sih beli produk resell (non brand) trus tempelin brand kita sendiri?;1
 binus! B25 udah pada daftar enrichment???;1
 binus! sender lagi ada masalah finansial. Kalau tanggal 26 nanti ngga bayar ukt dulu, autodebet susulan kira kira kapan yaa?;0
